Time [s],Strain,Stress [MPa],Displacement [nm],Load [mN]
158.2,0.109455499,558.5202097,623.8963417,3.293289424
158.25,0.10942471,559.673837,623.7208474,3.300091735
158.3,0.109326479,557.6703997,623.1609324,3.288278557
158.35,0.109398442,547.3729897,623.5711189,3.22756034
158.4,0.109355284,547.6324716,623.3251216,3.229090363
158.45,0.109323856,545.3993842,623.1459776,3.215923063
158.5,0.10922891,542.7898379,622.6047848,3.20053599
158.55,0.109146812,544.6236761,622.1368282,3.211349135
158.6,0.109222204,543.4372787,622.5665652,3.204353596
158.65,0.109170372,544.2598114,622.2711201,3.209203623
158.7,0.1091513,540.8176452,622.1624099,3.188907044
158.75,0.109026968,540.2667728,621.4537167,3.185658849
158.8,0.108955287,543.1838287,621.0451357,3.202859139
158.85,0.108935434,541.4160876,620.9319714,3.192435733
158.9,0.108908271,541.0526597,620.777143,3.190292796
158.95,0.10881719,536.9895603,620.257985,3.166334913
159,0.108885776,537.1656194,620.6489216,3.167373038
159.05,0.108838025,536.943148,620.3767431,3.166061245
159.1,0.108843051,536.7137392,620.40539,3.164708546
159.15,0.108769715,535.6271585,619.9873728,3.158301571
159.2,0.108743085,533.5513051,619.8355839,3.146061395
159.25,0.108723776,533.4787041,619.725526,3.145633307
159.3,0.108723306,537.3312972,619.7228457,3.168349949
159.35,0.108677037,531.7029299,619.4591114,3.135162533
159.4,0.108463373,527.6298508,618.2412274,3.111145805
159.45,0.108407696,525.2628605,617.9238653,3.097188952
159.5,0.108402843,525.4819003,617.8962073,3.098480511
159.55,0.108262927,525.1466676,617.0986858,3.096503826
159.6,0.108295831,526.9069464,617.2862379,3.106883231
159.65,0.108265536,526.0855359,617.1135574,3.102039821
159.7,0.108317673,526.8514457,617.4107337,3.106555974
159.75,0.108278417,526.5882609,617.1869754,3.105004116
159.8,0.108110439,523.6943407,616.2295051,3.087940245
159.85,0.108095454,517.3113892,616.1440896,3.050303458
159.9,0.108189152,516.7982265,616.6781683,3.047277617
159.95,0.108161604,516.5253139,616.521145,3.0456684
160,0.10819751,517.6069127,616.7258048,3.052045999
160.05,0.108113793,517.6463947,616.2486209,3.052278803
160.1,0.108191447,517.4976958,616.6912493,3.051402006
160.15,0.107948673,513.689477,615.3074383,3.028947014
160.2,0.108007041,511.9892298,615.6401326,3.018921583
160.25,0.107737923,506.9896439,614.1061637,2.989441748
160.3,0.107709654,510.5052901,613.9450296,3.010171599
160.35,0.107792974,503.0089492,614.4199511,2.96596976
160.4,0.107774536,500.8904446,614.3148542,2.953478092
160.45,0.107789563,502.2789541,614.4005095,2.961665377
160.5,0.107729791,501.2955231,614.0598082,2.95586662
160.55,0.107692428,501.9911097,613.8468372,2.959968115
160.6,0.107726645,503.1460547,614.041877,2.966778197
160.65,0.10767241,501.4372231,613.7327355,2.956702147
160.7,0.107661808,499.8910514,613.6723059,2.947585215
160.75,0.10750303,496.1691814,612.7672698,2.925639375
160.8,0.10744997,504.4068889,612.4648304,2.974212649
160.85,0.107405941,511.0499318,612.2138629,3.013383054
160.9,0.10725933,505.5021194,611.3781788,2.980670626
160.95,0.10727275,505.085576,611.4546777,2.978214497
161,0.107260768,506.1473316,611.3863772,2.984475092
161.05,0.107184905,505.2416457,610.9539604,2.979134755
161.1,0.10699246,502.7804196,609.8570234,2.964622246
161.15,0.107141453,503.1919617,610.7062814,2.967048885
161.2,0.10714225,503.9251224,610.710823,2.971371934
161.25,0.107173999,501.605783,610.8917917,2.957696053
161.3,0.107055832,501.2257868,610.2182434,2.955455423
161.35,0.107086343,485.8953354,610.3921578,2.865060102
161.4,0.107004514,484.3287004,609.9257318,2.855822509
161.45,0.10689913,482.8365355,609.3250417,2.847024025
161.5,0.107016283,483.7968466,609.9928131,2.852686457
161.55,0.106856086,480.9408106,609.0796923,2.835845969
161.6,0.106822726,478.777562,608.8895404,2.82309047
161.65,0.106737425,478.8090796,608.4033211,2.823276312
161.7,0.106594594,478.2423946,607.5891881,2.819934879
161.75,0.106671361,477.8360248,608.0267594,2.817538738
161.8,0.106609754,481.9193725,607.675598,2.841616015
161.85,0.10660302,480.8039378,607.637216,2.835038904
161.9,0.106518466,479.0392971,607.155258,2.824633779
161.95,0.106544487,479.8046643,607.3035752,2.829146732
162,0.106496192,479.2937883,607.0282953,2.826134375
162.05,0.106502426,475.8900877,607.0638278,2.806064607
162.1,0.106254465,474.7231072,605.6504486,2.799183558
162.15,0.106303354,474.1465005,605.9291192,2.795783623
162.2,0.106346128,474.5243053,606.1729268,2.798011332
162.25,0.106306551,475.1280977,605.9473384,2.801571567
162.3,0.10613749,477.6452667,604.9836952,2.816413941
162.35,0.10616308,476.554694,605.1295535,2.809983428
162.4,0.106108035,473.8143067,604.8158011,2.793824857
162.45,0.106133848,475.8407053,604.9629361,2.805773426
162.5,0.106118084,473.457825,604.8730787,2.791722879
162.55,0.105893285,470.0388933,603.5917217,2.771563301
162.6,0.105959375,469.9722413,603.968435,2.77117029
162.65,0.105927066,468.9046124,603.7842738,2.764875064
162.7,0.105976461,470.5187027,604.0658275,2.774392475
162.75,0.105968405,469.7746884,604.0199057,2.770005429
162.8,0.105953409,471.6361405,603.9344332,2.780981397
162.85,0.1058981,464.7364132,603.6191726,2.740297464
162.9,0.105716197,461.5730014,602.5823205,2.721644548
162.95,0.105705583,460.7877312,602.521824,2.717014237
163,0.105724844,462.4645484,602.6316111,2.726901515
163.05,0.105820935,462.2092698,603.179328,2.725396276
163.1,0.10561207,458.8936429,601.9888009,2.70584583
163.15,0.105590908,457.4131824,601.8681774,2.697116362
163.2,0.105552644,457.3319581,601.6500692,2.696637426
163.25,0.105418817,452.3310545,600.8872586,2.667149822
163.3,0.105326929,457.0125855,600.3634961,2.69475426
163.35,0.105446174,448.6650024,601.0431942,2.645533109
163.4,0.105427527,449.0509071,600.9369064,2.64780858
163.45,0.105295426,447.9344454,600.1839256,2.641225413
163.5,0.105432774,448.8439277,600.9668121,2.646588134
163.55,0.105313241,446.2188402,600.2854765,2.631109423
163.6,0.105266496,444.0128821,600.0190296,2.61810209
163.65,0.105265497,445.1025228,600.0133312,2.624527108
163.7,0.105108675,442.4919108,599.1194466,2.609133751
163.75,0.105178058,443.5905624,599.5149282,2.615611901
163.8,0.10501617,447.8305047,598.592167,2.640612531
163.85,0.104982898,452.4401429,598.402519,2.667793057
163.9,0.10482743,451.0161309,597.5163487,2.659396434
163.95,0.104943845,451.6279459,598.1799139,2.663003973
164,0.104871709,450.8785639,597.7687425,2.658585276
164.05,0.10487308,449.5100896,597.7765541,2.650516128
164.1,0.104755486,450.2592179,597.1062696,2.65493333
164.15,0.104824806,450.1298971,597.5013943,2.654170796
164.2,0.104780532,447.3802858,597.2490319,2.637957836
164.25,0.104747223,445.6479679,597.0591687,2.6277433
164.3,0.104621504,446.4681558,596.3425733,2.632579502
164.35,0.10459385,439.8873537,596.1849467,2.593776097
164.4,0.104513455,437.7623381,595.7266953,2.581246037
164.45,0.104415006,434.3685204,595.1655346,2.561234543
164.5,0.104507636,434.9059621,595.6935277,2.564403544
164.55,0.104488014,435.3906372,595.5816816,2.567261409
164.6,0.10437697,434.2981655,594.9487279,2.560819699
164.65,0.104395062,432.2133401,595.0518549,2.548526619
164.7,0.104346218,431.5258324,594.7734433,2.544472761
164.75,0.104290411,429.8919941,594.4553411,2.534838906
164.8,0.104203746,431.7791609,593.9613495,2.545966501
164.85,0.104166306,423.3719706,593.7479448,2.49639388
164.9,0.104177748,423.0211579,593.8131644,2.494325328
164.95,0.104201858,423.5179831,593.950592,2.497254835
165,0.104175453,424.1483623,593.80008,2.500971838
165.05,0.104081445,419.6139094,593.264235,2.47423464
165.1,0.104062723,420.0837409,593.1575216,2.47700498
165.15,0.103935168,417.0388069,592.4304562,2.459050663
165.2,0.104004242,414.1903478,592.8241805,2.442254851
165.25,0.103901571,414.2218073,592.2389561,2.442440351
165.3,0.103785225,417.3829114,591.5757822,2.46107966
165.35,0.103799194,411.9855507,591.655405,2.429254364
165.4,0.103808065,411.9086477,591.7059694,2.428800909
165.45,0.103791262,411.6183529,591.6101927,2.427089198
165.5,0.103566352,407.6338125,590.3282067,2.403594534
165.55,0.103583651,407.437424,590.4268105,2.402436538
165.6,0.103712871,408.0110834,591.1633637,2.405819096
165.65,0.103512969,408.3871829,590.0239261,2.408036749
165.7,0.103488453,406.8799806,589.8841794,2.399149598
165.75,0.103446494,406.6577029,589.6450148,2.397838948
165.8,0.103444714,413.4004075,589.6348689,2.437597004
165.85,0.10342506,412.7864786,589.5228403,2.433977
165.9,0.103396513,409.636961,589.3601232,2.41540601
165.95,0.103277279,410.5188488,588.6804896,2.420606022
166,0.103376224,409.0492013,589.2444772,2.411940311
166.05,0.103015801,406.1526263,587.1900662,2.394860786
166.1,0.103134726,405.7885202,587.8679366,2.392713851
166.15,0.103189783,407.431949,588.1817654,2.402404255
166.2,0.103192399,408.9439165,588.1966756,2.411319504
166.25,0.103119159,408.1683547,587.7792088,2.406746438
166.3,0.103060477,407.8799783,587.4447162,2.40504604
166.35,0.10301963,399.3709366,587.2118897,2.354872856
166.4,0.102951503,396.5504401,586.8235666,2.338241925
166.45,0.102838451,393.9159542,586.1791681,2.322707797
166.5,0.102909599,396.4352354,586.5847163,2.337562625
166.55,0.102952237,396.3725172,586.8277524,2.337192811
166.6,0.102858779,394.207447,586.2950412,2.324426571
166.65,0.102731394,392.3159571,585.5689457,2.313273486
166.7,0.102720104,393.6760971,585.504595,2.32129349
166.75,0.102686671,392.6853993,585.3140273,2.315451885
166.8,0.102679807,395.6682053,585.2748975,2.333039867
166.85,0.102716845,393.1055153,585.4860181,2.31792908
166.9,0.102593341,391.1275021,584.7820429,2.306265814
166.95,0.102568261,388.7171049,584.6390867,2.292053014
167,0.102464531,387.0525522,584.0478241,2.282238054
167.05,0.102481252,386.6295366,584.143137,2.279743761
167.1,0.102480504,385.1202221,584.1388738,2.270844156
167.15,0.102483326,386.3636864,584.1549593,2.278176187
167.2,0.1023854,382.7960469,583.5967789,2.257139761
167.25,0.102386238,382.2323655,583.6015582,2.253816039
167.3,0.102328399,384.3617976,583.2718756,2.26637214
167.35,0.102175013,376.1902647,582.3975755,2.218189062
167.4,0.102182013,375.7490917,582.4374745,2.215587705
167.45,0.102254577,376.4317337,582.851089,2.219612873
167.5,0.102189122,375.3327898,582.4779945,2.213132999
167.55,0.10204722,371.4493644,581.669152,2.190234555
167.6,0.101908307,371.2677808,580.8773475,2.189163856
167.65,0.101961108,370.2431326,581.1783177,2.183122063
167.7,0.102052174,373.536473,581.6973917,2.202541098
167.75,0.102064229,372.4227822,581.7661079,2.19597427
167.8,0.101712934,370.941721,579.7637237,2.187241259
167.85,0.101726297,366.6649004,579.8398935,2.162023177
167.9,0.10177052,368.0171147,580.091964,2.169996449
167.95,0.101764365,366.274972,580.0568803,2.159723982
168,0.101683258,366.6706628,579.5945716,2.162057155
168.05,0.101749539,366.6826666,579.9723697,2.162127935
168.1,0.101515531,363.784677,578.6385272,2.145040069
168.15,0.101611053,365.0700949,579.1830027,2.152619478
168.2,0.10156867,364.9264731,578.9414182,2.151772619
168.25,0.101580928,363.9074251,579.0112895,2.145763848
168.3,0.101469094,369.5156181,578.3738369,2.178832307
168.35,0.101457472,365.5519479,578.3075882,2.155460703
168.4,0.101449238,365.1972208,578.2606579,2.15336907
168.45,0.101396672,364.2605298,577.9610276,2.147845914
168.5,0.10133526,361.1843584,577.6109793,2.129707407
168.55,0.101250311,358.8400017,577.1267724,2.115884013
168.6,0.101263464,360.1039681,577.2017421,2.123336934
168.65,0.101128122,357.5091492,576.4302953,2.1080367
168.7,0.101151238,356.7918186,576.562059,2.103806993
168.75,0.101204127,357.5642782,576.8635252,2.108361766
168.8,0.101165433,360.6275421,576.642967,2.126424165
168.85,0.101068098,354.6106047,576.0881599,2.090945562
168.9,0.101090214,355.4768932,576.214217,2.096053594
168.95,0.100867239,349.8409878,574.94326,2.06282173
169,0.100841068,352.1552485,574.7940872,2.076467664
169.05,0.101085416,355.8928711,576.1868727,2.098506389
169.1,0.100937358,354.2237452,575.3429401,2.088664463
169.15,0.100864745,352.8056823,574.9290469,2.080302918
169.2,0.100716466,349.6389568,574.0838584,2.061630463
169.25,0.100744842,350.296446,574.2456001,2.065507319
169.3,0.100659885,350.9328131,573.761343,2.069259628
169.35,0.100823177,340.0059047,574.6921109,2.004829602
169.4,0.100559092,335.5140062,573.186825,1.978343324
169.45,0.100479345,334.2977083,572.7322688,1.971171478
169.5,0.100513912,334.5744561,572.9292981,1.972803309
169.55,0.100448621,334.1099907,572.5571392,1.970064609
169.6,0.100527349,335.9580718,573.0058903,1.980961737
169.65,0.100514366,334.2660604,572.9318855,1.970984867
169.7,0.100344328,331.4404481,571.9626698,1.95432377
169.75,0.100243717,332.0149989,571.3891844,1.957711584
169.8,0.100304647,338.582874,571.7364904,1.996438766
169.85,0.100179406,344.1721539,571.0226152,2.029395704
169.9,0.100135169,341.078639,570.7704611,2.011154932
169.95,0.10009323,340.480542,570.5314129,2.00762828
170,0.100166795,339.8432431,570.9507322,2.003870476
170.05,0.100107247,339.4639833,570.6113094,2.001634187
170.1,0.099989424,336.6758483,569.9397153,1.985194073
170.15,0.100010019,335.5419461,570.057108,1.97850807
170.2,0.099981037,333.820073,569.8919131,1.968355123
170.25,0.099785145,331.0575752,568.7753285,1.952066178
170.3,0.099851478,334.1403141,569.1534227,1.97024341
170.35,0.099724475,322.8702192,568.4295064,1.9037898
170.4,0.099690037,321.6493093,568.2332102,1.896590759
170.45,0.099700135,321.6825322,568.2907705,1.896786657
170.5,0.099617999,321.5217608,567.8225942,1.895838675
170.55,0.099668237,321.7852539,568.1089528,1.89739235
170.6,0.099711357,323.4485647,568.3547377,1.907199988
170.65,0.099576505,321.8151139,567.5860768,1.897568418
170.7,0.099658735,324.0566485,568.0547917,1.910785527
170.75,0.099565756,320.1439621,567.5248107,1.887714547
170.8,0.099475512,324.6889937,567.010417,1.914514122
170.85,0.099469186,320.1022393,566.9743606,1.88746853
170.9,0.099557325,321.8221341,567.4767537,1.897609813
170.95,0.099267512,316.8072007,565.8248167,1.868039482
171,0.09929537,317.6432206,565.9836088,1.872969036
171.05,0.099347217,316.6633939,566.2791368,1.867191532
171.1,0.09924868,313.2351026,565.7174733,1.846976765
171.15,0.099106879,308.5508181,564.9092102,1.819356092
171.2,0.099032497,309.538588,564.4852353,1.825180433
171.25,0.099103662,310.8289861,564.8908752,1.832789208
171.3,0.099042389,315.9885174,564.5416162,1.863212153
171.35,0.099080704,315.6724108,564.7600106,1.861348245
171.4,0.09897726,313.573265,564.1703795,1.848970725
171.45,0.099053635,312.4945905,564.6057213,1.842610369
171.5,0.098846419,312.315468,563.4245871,1.841554181
171.55,0.098866154,312.6732357,563.5370775,1.843663743
171.6,0.098848744,312.7870135,563.4378397,1.844334628
171.65,0.098942311,313.4287677,563.9711736,1.848118703
171.7,0.098807817,309.8367505,563.2045584,1.826938535
171.75,0.098776158,310.0871441,563.0241034,1.828414969
171.8,0.09866186,311.5093716,562.3726002,1.83680107
171.85,0.09870105,305.4902056,562.5959837,1.801309327
171.9,0.098642043,304.7522761,562.2596469,1.796958159
171.95,0.098549889,302.4758592,561.734365,1.783535369
172,0.098475585,302.8360492,561.3108318,1.785659213
172.05,0.098511148,303.0811138,561.5135459,1.787104225
172.1,0.098449055,302.0469121,561.1596126,1.781006101
172.15,0.098504221,299.2141493,561.474059,1.764302842
172.2,0.098216619,296.4508182,559.8347258,1.748008984
172.25,0.098266844,295.9756948,560.1210119,1.74520744
172.3,0.098256377,301.0744757,560.0613511,1.775272173
172.35,0.098269792,291.5099463,560.1378117,1.718875354
172.4,0.098181583,291.4832133,559.6350204,1.718717724
172.45,0.098176438,291.0906795,559.6056958,1.716403166
172.5,0.098194337,290.9133591,559.7077213,1.715357604
172.55,0.098282609,290.2032372,560.2108711,1.711170402
172.6,0.098008622,286.1315146,558.6491458,1.687161672
172.65,0.097994621,286.0149446,558.5693414,1.686474322
172.7,0.09799968,286.3903271,558.5981746,1.688687748
172.75,0.09792732,283.0858813,558.1857235,1.669203231
172.8,0.097788883,287.5068734,557.3966306,1.695271414
172.85,0.097807444,281.4117647,557.5024308,1.659331878
172.9,0.097763549,278.7715428,557.2522265,1.643763928
172.95,0.097678854,277.4985058,556.7694695,1.636257522
173,0.097639015,278.3044314,556.5423859,1.641009626
173.05,0.097665194,277.496043,556.6916034,1.636243
173.1,0.097732104,278.9491399,557.0729913,1.644811121
173.15,0.097661829,277.2177521,556.6724246,1.63460207
173.2,0.097555129,276.090361,556.064238,1.627954459
173.25,0.097474599,276.1926282,555.6052134,1.628557473
173.3,0.097507065,279.9350178,555.7902731,1.650624306
173.35,0.097437897,277.9726428,555.3960135,1.639053249
173.4,0.097405587,276.6505791,555.2118448,1.63125776
173.45,0.097275322,272.9668841,554.469333,1.609537017
173.5,0.097269787,275.9092672,554.4377868,1.626886648
173.55,0.097329961,276.4469996,554.7807767,1.630057363
173.6,0.09731416,276.2306323,554.6907107,1.628781562
173.65,0.097199006,271.5755894,554.034334,1.60133331
173.7,0.097172469,272.6048092,553.883072,1.607402059
173.75,0.097143612,271.3909335,553.71859,1.600244495
173.8,0.097032279,279.4723758,553.0839909,1.647896358
173.85,0.096928646,280.9414208,552.493283,1.656558516
173.9,0.096892235,280.2084327,552.2857423,1.652236485
173.95,0.096870152,280.6944837,552.1598676,1.655102462
174,0.096785066,275.9789617,551.6748751,1.627297598
174.05,0.096812297,276.5945166,551.8300949,1.63092719
174.1,0.096850718,277.2349918,552.0490934,1.634703723
174.15,0.096754872,277.4887184,551.5027677,1.636199811
174.2,0.096698769,276.625238,551.1829819,1.631108337
174.25,0.09667531,274.1129506,551.049268,1.616294747
174.3,0.096657131,276.9430375,550.9456445,1.632982228
174.35,0.096521721,268.0050804,550.1738122,1.580279964
174.4,0.096631605,267.294009,550.8001497,1.576087163
174.45,0.096491632,266.3832266,550.0023013,1.570716775
174.5,0.096514894,266.7517492,550.1348962,1.572889752
174.55,0.096475996,264.7838901,549.9131798,1.56128636
174.6,0.09634607,261.9116153,549.1725996,1.544350119
174.65,0.096396477,262.5973578,549.4599177,1.548393569
174.7,0.096308528,261.8061384,548.9586109,1.54372818
174.75,0.096217395,259.2023475,548.4391513,1.528375043
174.8,0.096142366,263.0725358,548.0114856,1.551195436
174.85,0.096161819,257.5580344,548.122366,1.518679425
174.9,0.096148941,257.2986283,548.0489619,1.517149848
174.95,0.095969693,253.6239828,547.0272499,1.495482465
175,0.095946982,252.5538929,546.8977987,1.489172728
175.05,0.096018954,253.1693122,547.3080359,1.49280152
175.1,0.09607592,252.953003,547.6327446,1.491526063
175.15,0.095981857,252.908539,547.0965829,1.491263883
175.2,0.095952788,252.9251549,546.9308919,1.491361858
175.25,0.095959883,252.0271233,546.9713348,1.486066655
175.3,0.095837319,253.6220486,546.2727211,1.49547106
175.35,0.095726109,250.2337731,545.6388234,1.475492245
175.4,0.095887076,249.5439788,546.5563341,1.471424904
175.45,0.095641316,246.410138,545.1554995,1.452946353
175.5,0.09578752,247.5907397,545.988863,1.459907717
175.55,0.095579024,242.7794898,544.8004345,1.431538397
175.6,0.095479102,243.5287537,544.2308803,1.435956399
175.65,0.095714147,247.6952724,545.5706353,1.46052409
175.7,0.095476445,242.4387713,544.2157347,1.429529366
175.75,0.095215437,237.145413,542.7279909,1.398317316
175.8,0.09548789,245.9022604,544.2809722,1.449951675
175.85,0.095382312,241.8422034,543.6791773,1.426011731
175.9,0.095423809,240.689272,543.9157101,1.419213522
175.95,0.095460724,240.604831,544.1261279,1.418715619
176,0.095263642,238.4288703,543.0027576,1.405885164
176.05,0.095257923,235.5540181,542.9701585,1.388933727
176.1,0.095192922,235.6471582,542.5996577,1.389482923
176.15,0.095042136,236.0822059,541.7401746,1.392048163
176.2,0.095147606,237.0860209,542.3413559,1.397967113
176.25,0.095058696,236.8259753,541.834567,1.396433766
176.3,0.095091706,240.2132996,542.0227214,1.416406972
176.35,0.095107041,230.0863977,542.1101365,1.356694148
176.4,0.094910286,226.4358005,540.9886329,1.335168565
176.45,0.094828565,226.4009868,540.5228204,1.334963288
176.5,0.094857748,227.8958048,540.6891661,1.343777415
176.55,0.095002438,228.3862351,541.513894,1.346669216
176.6,0.094906175,227.9465931,540.9651969,1.344076886
176.65,0.094740623,225.8275071,540.0215503,1.33158179
176.7,0.094752252,225.8571451,540.0878379,1.331756549
176.75,0.094666826,224.214451,539.6009105,1.322070477
176.8,0.094550567,227.0974015,538.9382304,1.339069665
176.85,0.094621028,228.5687719,539.3398576,1.347745535
176.9,0.094555555,228.2961886,538.9666637,1.34613826
176.95,0.094522613,228.166674,538.7788935,1.345374583
177,0.094499367,227.2603293,538.6463921,1.340030362
177.05,0.094497833,226.2969159,538.6376501,1.334349638
177.1,0.094331074,222.880387,537.6871219,1.314204229
177.15,0.094294938,221.5031732,537.4811457,1.306083549
177.2,0.094336588,221.8007913,537.7185502,1.30783844
177.25,0.094293281,222.6694826,537.4717009,1.31296064
177.3,0.094266156,223.4310323,537.3170872,1.317451084
177.35,0.094161628,210.58755,536.7212809,1.241720065
177.4,0.09406597,210.1829048,536.1760273,1.239334093
177.45,0.09404586,210.9331571,536.0614028,1.243757922
177.5,0.094013652,210.3148875,535.877814,1.240112323
177.55,0.094008366,212.4084507,535.8476878,1.252456925
177.6,0.094072573,211.2248631,536.2136689,1.245477953
177.65,0.094060591,210.5232675,536.1453682,1.241341026
177.7,0.094079653,210.0954268,536.254021,1.238818282
177.75,0.094042858,209.7755997,536.0442906,1.236932436
177.8,0.093783256,211.9107677,534.5645593,1.249522359
177.85,0.093879022,213.5244123,535.1104256,1.259037142
177.9,0.093787142,212.6543821,534.5867096,1.253907048
177.95,0.093629888,207.5165526,533.6903636,1.223612066
178,0.09371092,208.5317426,534.1522468,1.229598089
178.05,0.093704649,208.7046237,534.1164968,1.230617474
178.1,0.093603986,206.1153469,533.5427224,1.21534992
178.15,0.093333008,200.8538269,531.9981469,1.184325602
178.2,0.09335799,203.2932702,532.1405418,1.198709671
178.25,0.09341851,204.7197803,532.4855046,1.207121024
178.3,0.093528134,208.2641836,533.110362,1.228020439
178.35,0.093430836,197.6489918,532.5557628,1.165428435
178.4,0.093437451,198.273635,532.5934713,1.169111617
178.45,0.09329223,195.077978,531.7657136,1.150268568
178.5,0.093209291,194.5429181,531.2929586,1.147113611
178.55,0.09325604,195.376632,531.5594272,1.152029568
178.6,0.093190884,194.6141116,531.1880414,1.1475334
178.65,0.093176255,195.1778494,531.1046562,1.150857455
178.7,0.093222832,196.2734005,531.3701435,1.157317323
178.75,0.092973975,190.6507497,529.9516547,1.124163615
178.8,0.093029008,197.4021939,530.2653429,1.163973203
178.85,0.092995385,198.0842158,530.0736937,1.167994714
178.9,0.092768465,193.2847283,528.7802528,1.139694751
178.95,0.092849961,195.1140321,529.2447752,1.150481159
179,0.092826567,195.3160384,529.111433,1.151672281
179.05,0.092749351,193.7342691,528.6713001,1.142345449
179.1,0.092854431,194.2146229,529.2702581,1.145177833
179.15,0.092696235,193.6239671,528.3685407,1.141695058
179.2,0.092614402,191.2308745,527.9020914,1.127584294
179.25,0.092601565,191.2210005,527.8289192,1.127526073
179.3,0.092629928,193.6052162,527.9905882,1.141584494
179.35,0.092604941,187.9917507,527.8481628,1.108484945
179.4,0.092541599,187.9411826,527.4871134,1.108186773
179.45,0.092448175,185.6676724,526.9545983,1.094781122
179.5,0.092458549,184.6564532,527.013732,1.088818513
179.55,0.09244326,183.9193957,526.9265793,1.084472486
179.6,0.092358552,181.970159,526.4437443,1.0729789
179.65,0.092252148,179.7859044,525.8372459,1.06009954
179.7,0.092338226,181.6710947,526.327888,1.07121548
179.75,0.092177722,177.4948852,525.4130181,1.046590648
179.8,0.092107055,181.2216949,525.010216,1.068565614
179.85,0.092038775,176.5845574,524.621016,1.041222941
179.9,0.092235748,176.5635022,525.7437663,1.04109879
179.95,0.092145773,177.4710273,525.2309052,1.046449971
180,0.092170149,178.3098376,525.3698503,1.051395978
180.05,0.092070914,177.020988,524.8042086,1.043796334
180.1,0.092059998,176.9692379,524.7419862,1.043491192
180.15,0.092009142,175.1502028,524.4521109,1.032765333
180.2,0.091883388,172.7587573,523.7353121,1.018664282
180.25,0.091823313,169.7137653,523.3928845,1.000709622
180.3,0.09179462,174.0098267,523.2293363,1.026041156
180.35,0.091746016,172.6621645,522.9522923,1.018094726
180.4,0.091676585,171.8892574,522.5565372,1.013537315
180.45,0.091553227,171.1560562,521.8533931,1.009214026
180.5,0.091545742,170.3348395,521.8107305,1.004371759
180.55,0.091642134,172.7190552,522.3601648,1.01843018
180.6,0.09156453,170.2568214,521.9178233,1.003911729
180.65,0.091406377,167.1428626,521.0163489,0.98555041
180.7,0.09140636,166.6332074,521.0162538,0.982545251
180.75,0.091405023,166.8934257,521.0086297,0.984079616
180.8,0.091354387,170.0455383,520.7200063,1.002665907
180.85,0.091394637,161.6485603,520.9494316,0.953153502
180.9,0.09141749,161.7438513,521.0796918,0.953715381
180.95,0.091397003,160.3100534,520.9629169,0.945261056
181,0.091323362,158.1475992,520.5431647,0.932510242
181.05,0.091235331,156.958295,520.0413872,0.925497563
181.1,0.09106719,153.6271849,519.0829857,0.905855821
181.15,0.091084555,153.226396,519.1819656,0.903492588
181.2,0.091147641,154.4295926,519.5415523,0.910587182
181.25,0.091008219,153.1479129,518.7468496,0.903029815
181.3,0.091009044,157.6652143,518.751548,0.929665881
181.35,0.091062394,154.4881603,519.0556486,0.910932524
181.4,0.091031103,155.3964994,518.8772864,0.916288505
181.45,0.090944946,153.0562509,518.3861913,0.902489334
181.5,0.090783122,148.3752026,517.4637945,0.874887742
181.55,0.090684361,148.8635207,516.9008566,0.877767089
181.6,0.090762433,147.1792799,517.3458698,0.867836038
181.65,0.090693259,148.075527,516.9515768,0.873120719
181.7,0.090625508,149.476206,516.5653969,0.88137976
181.75,0.090567093,148.7574995,516.2324278,0.877141939
181.8,0.090582472,153.8788559,516.3200911,0.907339788
181.85,0.090434573,145.2736018,515.4770648,0.856599292
181.9,0.09047681,145.3977275,515.7178168,0.857331194
181.95,0.090556414,148.3858043,516.1715586,0.874950255
182,0.090453797,146.1855628,515.5866437,0.861976629
182.05,0.090349433,144.8352845,514.9917685,0.854014774
182.1,0.090309086,144.3179168,514.7617882,0.850964138
182.15,0.090358811,144.0016747,515.0452225,0.849099431
182.2,0.090277351,144.1875584,514.5808986,0.850195486
182.25,0.0901879,141.6794179,514.0710297,0.835406348
182.3,0.090130471,145.8542691,513.743683,0.860023171
182.35,0.090163062,146.4714325,513.9294527,0.863662247
182.4,0.089970214,142.7392534,512.8302195,0.84165562
182.45,0.089947613,141.9397595,512.7013923,0.836941441
182.5,0.089901258,142.9358233,512.4371697,0.842814686
182.55,0.090001659,142.3108489,513.0094553,0.839129552
182.6,0.089939419,142.2582655,512.6546903,0.838819496
182.65,0.089884214,140.2638778,512.3400221,0.827059679
182.7,0.089773588,138.2420313,511.7094543,0.815137951
182.75,0.089790974,139.4342017,511.808549,0.822167531
182.8,0.089832044,142.5307378,512.0426526,0.840426117
182.85,0.089680439,134.5701164,511.1785005,0.793486669
182.9,0.089718005,134.2603853,511.3926278,0.791660354
182.95,0.089691266,135.3171026,511.240218,0.79789124
183,0.089573237,133.9554688,510.5674519,0.789862427
183.05,0.089572715,131.5158105,510.5644727,0.775477092
183.1,0.089648865,131.8740046,510.9985297,0.777589167
183.15,0.089495064,130.7562638,510.1218669,0.770998459
183.2,0.089497441,130.8103764,510.1354148,0.771317531
183.25,0.089517741,130.5327742,510.2511227,0.769680662
183.3,0.089402154,132.0570469,509.5922759,0.778668468
183.35,0.089331611,123.554555,509.1901836,0.728533905
